,actions,category,drugbank_id,known_action,organism,pubmed_ids,uniprot_id
16436,,target,DB05395,unknown,Human,,P13945
16437,,target,DB05398,unknown,HIV-1,,P03366
16438,,target,DB05398,unknown,Human,,P21926
16439,,target,DB05399,unknown,Human,,P19320
16440,,target,DB05403,unknown,Human,,P53778
16441,,target,DB05404,unknown,Human,,P04637
16442,,target,DB05407,unknown,Human,,P05305
16443,,target,DB05408,unknown,Human,,P29466
16444,,target,DB05408,unknown,Human,,P42574
16445,,target,DB05408,unknown,Human,,P55210
16446,,target,DB05412,unknown,Human,,Q16539
16447,,target,DB05412,unknown,Human,,P01375
16448,,target,DB05412,unknown,Human,,P01584
16449,,target,DB05412,unknown,Human,,P00403
16450,,target,DB05413,unknown,Human,,P05154
16451,,target,DB05414,unknown,Nitrosomonas europaea (strain ATCC 19718 / NBRC 14298),,Q81ZL8
16452,,target,DB05415,unknown,Human,,O76074
16453,,target,DB05417,unknown,Human,,P23415
16454,,target,DB05418,unknown,Human,,P25103
16455,,target,DB05419,unknown,Human,,Q9NYX4
16456,,target,DB05420,unknown,Human,,P23921
16457,,target,DB05421,unknown,Human,,P25103
16458,,target,DB05422,unknown,Human,,P31645
16459,,target,DB05423,unknown,Human,,P04150
16460,,target,DB05424,unknown,Human,,P00533
16461,,target,DB05428,unknown,Human,,Q16881
16462,,target,DB05428,unknown,Human,,Q9NNW7
16463,,target,DB05428,unknown,Human,,P31350
16464,,target,DB05429,unknown,Human,,P51671
16465,,target,DB05431,unknown,Human,,P09917
16466,,target,DB05432,unknown,Human,,Q9NYX4
16467,,target,DB05434,unknown,Human,,P09038
16468,,target,DB05434,unknown,Human,,P14210
16469,,target,DB05434,unknown,Human,,P15692
16470,,target,DB05434,unknown,Human,,P10145
16471,,target,DB05435,unknown,Human,,Q5NUL3
16472,,target,DB05442,unknown,Human,,P01584
16473,,target,DB05443,unknown,Human,,P41145
16474,,target,DB05446,unknown,Human,,P02749
16475,,target,DB05447,unknown,Human,10592235,P41235
16476,,target,DB05448,unknown,Human,10592235,Q16881
16477,,target,DB05449,unknown,Human,,P08183
16478,,target,DB05451,unknown,Human,,Q00653
16479,,target,DB05451,unknown,Human,,P19838
16480,,target,DB05452,unknown,Human,,P37288
16481,,target,DB05452,unknown,Human,,P47901
16482,,target,DB05455,unknown,Human,,P47901
16483,,target,DB05457,unknown,Human,,P04818
16484,,target,DB05458,unknown,Human,,P43681
16485,,target,DB05458,unknown,Human,,P17787
16486,,target,DB05459,unknown,Human,,P29460
16487,,target,DB05459,unknown,Human,,Q9NPF7
16488,,target,DB05460,unknown,Human,10592235,P09211
16489,,target,DB05461,unknown,Human,,P41595
16490,,target,DB05461,unknown,Human,,P18825
16491,,target,DB05461,unknown,Human,,P18089
16492,,target,DB05463,unknown,Human,,Q9NR96
16493,,target,DB05464,unknown,Human,,Q00653
16494,,target,DB05464,unknown,Human,,P19838
16495,,target,DB05465,unknown,Human,,P36888
16496,,target,DB05465,unknown,Human,,Q9GZP0
16497,,target,DB05466,unknown,Human,,P25103
16498,,target,DB05467,unknown,Human,10592235,P13631
16499,,target,DB05468,unknown,Human,,P13612
16500,,target,DB05469,unknown,Human,,P35348
16501,,target,DB05469,unknown,Human,,P35368
16502,,target,DB05469,unknown,Human,,P25100
16503,,target,DB05470,unknown,Human,,Q16539
16504,,target,DB05470,unknown,Human,,P01375
16505,,target,DB05470,unknown,Human,,P01584
16506,,target,DB05470,unknown,Human,,P05231
16507,,target,DB05471,unknown,Human,,P19838
16508,,target,DB05471,unknown,Human,,Q00653
16509,,target,DB05472,unknown,Human,,P17181
16510,,target,DB05472,unknown,Human,,P48551
16511,,target,DB05475,unknown,Human,,O60603
16512,,target,DB05475,unknown,Human,,O00206
16513,,target,DB05475,unknown,Human,,Q9NYK1
16514,,target,DB05475,unknown,Human,,Q9NR96
16515,,target,DB05476,unknown,Human,,Q03405
16516,,target,DB05478,unknown,Human,,P08684
16517,,target,DB05479,unknown,Human,,Q01726
16518,,target,DB05481,unknown,Human,,P01009
16519,,target,DB05482,unknown,Human,,P11387
16520,,target,DB05483,unknown,Human,,Q5T4S7
16521,,target,DB05483,unknown,Human,,P08048
16522,,target,DB05484,unknown,Human,,P10145
16523,,target,DB05486,unknown,Human,,P41597
16524,,target,DB05487,unknown,Human,,P03372
16525,,target,DB05487,unknown,Human,,Q00653
16526,,target,DB05487,unknown,Human,,P19838
16527,,target,DB05488,unknown,Escherichia coli (strain K12),,P0AES6
16528,,target,DB05488,unknown,Human,10592235,Q02880
16529,,target,DB05489,unknown,Abelson murine leukemia virus,,P00521
16530,,target,DB05490,unknown,Human,,P37231
16531,,target,DB05492,unknown,Human,,P35372
16532,,target,DB05492,unknown,Human,,P28223
16533,,target,DB05492,unknown,Human,,P41595
16534,,target,DB05492,unknown,Human,,P28335
16535,,target,DB05492,unknown,Human,,P35348
16536,,target,DB05492,unknown,Human,,P35368
16537,,target,DB05492,unknown,Human,,P25100
16538,,target,DB05492,unknown,Human,,P08913
16539,,target,DB05492,unknown,Human,,P18089
16540,,target,DB05492,unknown,Human,,P18825
16541,,target,DB05492,unknown,Human,,P35367
16542,,target,DB05492,unknown,Human,,P41146
16543,,target,DB05494,unknown,Human,,P27707
16544,,target,DB05495,unknown,Human,,P14780
16545,,target,DB05501,unknown,Human,,P61073
16546,,target,DB05501,unknown,Human,,P51681
16547,,target,DB05505,unknown,Human,10592235,P24557
16548,,target,DB05506,unknown,Human,,P18031
16549,,target,DB05507,unknown,Human,,P29466
16550,,target,DB05507,unknown,Human,,P01584
16551,,target,DB05508,unknown,Human,,Q5T1J1
16552,,target,DB05509,unknown,Human,,P35372
16553,,target,DB05509,unknown,Human,,P08908
16554,,target,DB05510,unknown,Human,,P22303
16555,,target,DB05511,unknown,Human,,P33765
16556,inhibitor,target,DB05521,yes,Hepatitis C virus,18479202,B0B3C9
16557,substrate|inhibitor,enzyme,DB05521,unknown,Human,22180548,P08684
16558,substrate,carrier,DB05521,unknown,Human,22954756,P02768
16559,substrate,carrier,DB05521,unknown,Human,22954756,P02763
16560,substrate,transporter,DB05521,unknown,Human,23553423,P08183
16561,inhibitor,target,DB05630,yes,Human,15562618|2835038|10592235,P11387
16562,,target,DB05651,unknown,Human,17455259|17868033,Q13547
16563,,target,DB05651,unknown,Human,17455259,O15379
16564,,target,DB05651,unknown,Human,17868033,Q92769
16565,,target,DB05655,unknown,Human,,Q13639
16566,,target,DB05657,unknown,Human,17436082,Q92847
16567,,target,DB05658,unknown,HIV-1,,P35961
16568,,target,DB05659,unknown,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),12886052,Q04707
16569,,target,DB05659,unknown,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),12886052,P0A3M5
16570,,target,DB05659,unknown,Escherichia coli O157:H7,12886052,P0AD69
16571,,target,DB05662,unknown,Human,,P03372
16572,,target,DB05675,unknown,Human,17620942|17948194,P02671
16573,,target,DB05679,unknown,Human,17761156|17979029,P29460
16574,,target,DB05685,unknown,Human,17019083,P33151
16575,,target,DB05687,unknown,Human,,P14416
16576,,target,DB05687,unknown,Human,,P28223
16577,,target,DB05688,unknown,Human,,P31645
16578,,target,DB05688,unknown,Human,,P23975
16579,,carrier,DB05688,unknown,Human,,P08185
16580,,target,DB05692,unknown,Human,,P25116
16581,,target,DB05694,unknown,Human,,P30968
16582,,target,DB05708,unknown,Human,17591554|17334244|15213292,P36544
16583,,enzyme,DB05708,unknown,Human,10456692,P05177
16584,,enzyme,DB05708,unknown,Human,10456692,P05181
16585,,target,DB05712,unknown,Human,,Q96IY4
16586,,target,DB05713,unknown,Human,,P00742
16587,,target,DB05715,unknown,Human,17509920,Q16739
16588,,target,DB05736,unknown,Human,,P43235
16589,,target,DB05739,unknown,Human,,P30556
16590,,target,DB05739,unknown,Human,,P50052
16591,,target,DB05740,unknown,Human,,Q15822
16592,,target,DB05740,unknown,Human,,P17787
16593,,target,DB05740,unknown,Human,,P36544
16594,,target,DB05740,unknown,Human,,P43681
16595,,target,DB05740,unknown,Human,,Q9GZZ6
16596,,target,DB05740,unknown,Human,,Q9UGM1
16597,,target,DB05743,unknown,Human,,P28222
16598,,target,DB05743,unknown,Human,,P28221
16599,,target,DB05743,unknown,Human,,P28223
16600,,target,DB05744,unknown,Human,,P01375
16601,,target,DB05744,unknown,Human,,P05231
16602,,target,DB05744,unknown,Human,,P02741
16603,,target,DB05744,unknown,Human,,P22301
16604,,target,DB05745,unknown,Human,,P55786
16605,,target,DB05745,unknown,Human,,P09960
16606,,target,DB05749,unknown,Human,,P11511
16607,,target,DB05750,unknown,Human,,P21554
16608,,target,DB05752,unknown,Human,,P11229
16609,,target,DB05752,unknown,Human,,P08172
16610,,target,DB05752,unknown,Human,,P20309
16611,,target,DB05752,unknown,Human,,P08173
16612,,target,DB05752,unknown,Human,,P08912
16613,,target,DB05758,unknown,Human,,P01375
16614,,target,DB05759,unknown,Human,,P08069
16615,,target,DB05760,unknown,Human,,P06881
16616,,target,DB05760,unknown,Human,,P10092
16617,,target,DB05764,unknown,Human,,P10415
16618,,target,DB05764,unknown,Human,,Q92843
16619,,target,DB05764,unknown,Human,,Q92934
16620,,target,DB05766,unknown,Human,,P11229
16621,,target,DB05766,unknown,Human,,P14416
16622,,target,DB05766,unknown,Human,,P35462
16623,,target,DB05767,unknown,Human,,P01375
16624,,target,DB05767,unknown,Human,,P01584
16625,,target,DB05767,unknown,Human,,P05231
16626,,target,DB05767,unknown,Human,,Q00653
16627,,target,DB05767,unknown,Human,,P19838
16628,,target,DB05771,unknown,Human,,P22301
16629,antibody,target,DB05773,yes,Human,23196784|19010901|11752352,P04626
16630,substrate,enzyme,DB05773,unknown,Human,,P08684
16631,substrate,enzyme,DB05773,unknown,Human,,P20815
16632,substrate,transporter,DB05773,unknown,Human,,P08183
16633,,target,DB05774,unknown,Human,,P00533
16634,,target,DB05777,unknown,Human,,P12259
16635,,target,DB05777,unknown,Human,,P00734
16636,,target,DB05785,unknown,Human,,P10276
16637,,target,DB05785,unknown,Human,,P10826
16638,,target,DB05785,unknown,Human,10592235,P13631
16639,,target,DB05785,unknown,Human,,P05412
16640,,target,DB05786,unknown,Human,,Q96AE4
16641,,target,DB05787,unknown,Human,,P05106
16642,,target,DB05790,unknown,Human,,P25103
16643,,target,DB05792,unknown,Human,,Q5T1J1
16644,,target,DB05793,unknown,Human,,Q5NUL3
16645,,target,DB05796,unknown,Human,,P08473
16646,,target,DB05797,unknown,Human,,P12319
16647,,target,DB05798,unknown,Human,,P13861
16648,,target,DB05798,unknown,Human,,P10644
16649,,target,DB05801,unknown,Human,,P31350
16650,,target,DB05802,unknown,Human,,P26010
16651,,target,DB05802,unknown,Human,,P13612
16652,inducer,enzyme,DB05804,unknown,Human,17452968|17548088,P11511
16653,substrate,enzyme,DB05804,unknown,Human,17334880|15985487|15985487,P24462
16654,inducer,enzyme,DB05804,unknown,Human,17548088,P35354
16655,,transporter,DB05804,unknown,Human,11306713,Q8TCC7
16656,,transporter,DB05804,unknown,Human,11159893,P46721
16657,,transporter,DB05804,unknown,Human,11159893,Q9Y6L6
16658,,transporter,DB05804,unknown,Human,11159893,Q9NPD5
16659,,transporter,DB05804,unknown,Human,11159893,O94956
16660,,transporter,DB05804,unknown,Human,17491011,Q3KNW5
16661,,target,DB05806,unknown,Human,,P11387
16662,inhibitor,target,DB05812,yes,Human,20645691,P05093
16663,substrate,enzyme,DB05812,unknown,Human,22714819,P08684
16664,substrate,enzyme,DB05812,unknown,Human,22714819,Q06520
16665,inhibitor,enzyme,DB05812,unknown,Human,23064959,P10635
16666,inhibitor,enzyme,DB05812,unknown,Human,,P10632
16667,substrate,carrier,DB05812,unknown,Human,23199349,P02768
16668,substrate,carrier,DB05812,unknown,Human,23199349,P02763
16669,inhibitor,transporter,DB05812,unknown,Human,22714819,P33527
16670,,target,DB05814,unknown,Human,,P62942
16671,,target,DB05816,unknown,Human,,P14416
16672,,target,DB05816,unknown,Human,,P21728
16673,,target,DB05822,unknown,Human,,P23219
16674,,target,DB05824,unknown,Human,,Q05586
16675,activator,target,DB05829,unknown,Human,10837469,Q03431
16676,activator,target,DB05829,yes,Human,10837469,P49190
16677,,target,DB05831,unknown,Human,,P16422
16678,,target,DB05838,unknown,Human,,P30518
16679,,target,DB05846,unknown,Human,,P05067
16680,,target,DB05848,unknown,Human,,P29460
16681,,target,DB05849,unknown,Human,,P07550
16682,,target,DB05854,unknown,Human,,P37231
16683,,target,DB05855,unknown,Human,12170059,P17787
16684,antagonist,target,DB05855,unknown,Human,16715250,P10145
16685,,target,DB05864,unknown,Human,,P50579
16686,,target,DB05867,unknown,Human,10592235,Q9UNP4
16687,,target,DB05868,unknown,HCV,,P26664
16688,,target,DB05869,unknown,Human,,P01375
16689,,target,DB05869,unknown,Human,,P09429
16690,,target,DB05871,unknown,HIV-1,,P03366
16691,inhibitor,enzyme,DB05875,unknown,Human,7525952,P11511
16692,substrate,enzyme,DB05875,unknown,Human,6177830,P06276
16693,inducer,enzyme,DB05875,unknown,Human,16585602|20926798|16432508,P35354
16694,,target,DB05876,unknown,Human,,P27815
16695,,target,DB05879,unknown,Human,,P01375
16696,,target,DB05882,unknown,Human,,P03372
16697,,target,DB05882,unknown,Human,,Q92731
16698,,target,DB05883,unknown,Human,,P01270
16699,,target,DB05888,unknown,Trypanosoma cruzi,,Q4ZHU6
16700,,target,DB05890,unknown,Human,,P15692
16701,,target,DB05892,unknown,Human,,P01138
16702,,target,DB05895,unknown,Human,,O14763
16703,,target,DB05897,unknown,Human,,P08069
16704,,target,DB05900,unknown,Human,,P08069
16705,,target,DB05900,unknown,Human,,P00533
16706,,target,DB05905,unknown,Human,,Q13639
16707,,target,DB05913,unknown,Human,,P10721
16708,,target,DB05913,unknown,Human,,P17948
16709,,target,DB05915,unknown,Human,,O14793
16710,,target,DB05916,unknown,Human,,Q15116
16711,,target,DB05920,unknown,Human,,P11388
16712,,target,DB05921,unknown,Human,,Q13547
16713,,target,DB05930,unknown,Human,,P40238
16714,,target,DB06038,unknown,HCV,,P26664
16715,,target,DB06039,unknown,HIV-1,,O93182
16716,,target,DB06042,unknown,Human,,P07437
16717,,target,DB06042,unknown,Human,,Q9H4B7
16718,,target,DB06042,unknown,Human,,Q13509
16719,,target,DB06042,unknown,Human,,P04350
16720,,target,DB06042,unknown,Human,,P11388
16721,,target,DB06042,unknown,Human,,Q02880
16722,,target,DB06058,unknown,HCV,,P26664
16723,,target,DB06060,unknown,Human,,P41594
16724,,target,DB06061,unknown,Human,,Q13233
16725,,target,DB06062,unknown,Human,,P01584
16726,,target,DB06064,unknown,Human,,Q02156
16727,,target,DB06069,unknown,Human,,P11387
16728,,target,DB06070,unknown,Human,,P07900
16729,,target,DB06070,unknown,Human,,P08238
16730,inhibitor,target,DB06073,yes,Human,21544959|19655822,P56817
16731,,target,DB06080,unknown,Human,,P36888
16732,,target,DB06080,unknown,Human,,P17948
16733,,target,DB06080,unknown,Human,,P35968
16734,,target,DB06080,unknown,Human,,P35916
16735,,target,DB06080,unknown,Human,,P10721
16736,,target,DB06080,unknown,Human,,P07333
16737,,target,DB06089,unknown,Human,,P51787
16738,,target,DB06089,unknown,Human,,O43525
16739,,target,DB06089,unknown,Human,,P56696
16740,,target,DB06089,unknown,Human,,Q9NR82
16741,,target,DB06089,unknown,Human,,O43526
16742,,target,DB06090,unknown,Human,,Q693P7
16743,,target,DB06094,unknown,Human,,P04792
16744,,target,DB06096,unknown,Human,,P29475
16745,,target,DB06096,unknown,Human,,P28222
16746,,target,DB06096,unknown,Human,,P28221
16747,,target,DB06097,unknown,Human,,Q02224
16748,,target,DB06098,unknown,Human,,P45880
16749,,target,DB06098,unknown,Human,,Q9Y277
16750,,target,DB06101,unknown,Human,,P17948
16751,,target,DB06101,unknown,Human,,P35968
16752,,target,DB06101,unknown,Human,,P35916
16753,,target,DB06103,unknown,Human,,P20839
16754,,target,DB06103,unknown,Human,,P12268
16755,,target,DB06127,unknown,Human,,P27487
16756,antagonist,target,DB06144,yes,Human,16925508|11752352|19506838|18293356|20856607,P14416
16757,antagonist,target,DB06144,yes,Human,16925508|7530204|11594443,P28223
16758,antagonist,target,DB06144,yes,Human,16925508|11594443,P28335
16759,antagonist,target,DB06144,yes,Human,11888555|19506838,P50406
16760,inhibitor,target,DB06144,unknown,Human,9694935|11511086|11689132,Q12809
16761,,target,DB06144,unknown,Human,16925508|11594443,P35348
16762,,target,DB06144,unknown,Human,16925508,P35368
16763,,target,DB06144,unknown,Human,16925508,P25100
16764,substrate,enzyme,DB06144,unknown,Human,19934256,P10635
16765,substrate,enzyme,DB06144,unknown,Human,19934256,P08684
16766,inhibitor,target,DB06147,yes,Plasmodium falciparum,2694948,Q27738
16767,inducer,enzyme,DB06147,unknown,Human,20630653,P11511
16768,antagonist,target,DB06148,unknown,Human,16814817,P08913
16769,antagonist,target,DB06148,unknown,Human,11004734,P28223
16770,antagonist,target,DB06148,unknown,Human,11004734,P28335
16771,antagonist,target,DB06148,unknown,Human,12967590|11004734|6302549,P35367
16772,inhibitor,target,DB06148,unknown,Human,9537821,P23975
16773,inhibitor,target,DB06148,unknown,Human,9537821,P31645
16774,binder,target,DB06148,unknown,Human,,Q9H3N8
16775,blocker,target,DB06148,unknown,Human,,P08908
16776,antagonist,target,DB06148,unknown,Human,,P18825
16777,binder,target,DB06148,unknown,Human,,P41595
16778,binder,target,DB06148,unknown,Human,,P30939
16779,antagonist,target,DB06148,unknown,Human,,P18089
16780,binder,target,DB06148,unknown,Human,,P35462
16781,agonist,target,DB06148,unknown,Human,22708686,P41145
16782,binder,target,DB06148,unknown,Human,9537821,Q01959
16783,antagonist,target,DB06148,unknown,Human,10997731,P34969
16784,antagonist,target,DB06148,unknown,Human,2576228,P14416
16785,binder,target,DB06148,unknown,Human,,P50406
16786,substrate|inhibitor,enzyme,DB06148,unknown,Human,12143142|19934256,P10635
16787,substrate,enzyme,DB06148,unknown,Human,12143142|19934256,P08684
16788,substrate,enzyme,DB06148,unknown,Human,19934256,P05177
16789,substrate,enzyme,DB06148,unknown,Human,19934256,P20813
16790,inhibitor,enzyme,DB06150,unknown,Human,19934256,P11712
16791,ligand,target,DB06151,unknown,Human,9671543,Q03154
16792,inhibitor,target,DB06151,unknown,Human,10788610,O15111
16793,inhibitor,target,DB06151,unknown,Human,10788610,O14920
16794,stimulator,target,DB06151,yes,Human,2502672,P48637
16795,activator,target,DB06151,yes,Human,21118657,Q9UPY5
16796,activator,target,DB06151,unknown,Human,12183209,Q13224
16797,activator,target,DB06151,unknown,Human,12183209,Q05586
16798,activator,target,DB06151,unknown,Human,12183209,Q12879
16799,activator,target,DB06151,unknown,Human,12183209,O15399
16800,activator,target,DB06151,unknown,Human,12183209,Q8TCU5
16801,inhibitor,transporter,DB06151,unknown,Human,19944114,Q9Y6L6
16802,,transporter,DB06151,unknown,Human,12606766,Q4U2R8
16803,antagonist,target,DB06155,yes,Human,8636122|11752352,P21554
16804,substrate,enzyme,DB06155,unknown,Human,19443932|21497918,P08684
16805,binder,target,DB06168,yes,Human,19169963,P01584
16806,,target,DB06186,yes,Human,18049334,P16410
16807,antagonist,target,DB06196,yes,Human,14514033|11752352,P30411
16808,inhibitor,target,DB06196,unknown,Human,17026984,P15144
16809,inhibitor,target,DB06201,unknown,Human,21351809,P41594
16810,modulator,target,DB06201,unknown,Human,23221868,Q15858
16811,substrate,enzyme,DB06201,unknown,Human,22022867,P23141
16812,inhibitor,enzyme,DB06201,unknown,Human,,P05181
